Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,BB_Upper,BB_Middle,BB_Lower,RSI,STOCH_K,STOCH_D,MACD,MACD_Signal,MACD_Hist,MOM,ROC,CCI,WILLR,ATR,NATR,OBV,AD,ADOSC,CDLDOJI,CDLHAMMER,CDLENGULFING,SAR,MIDPOINT,HT_DCPERIOD,HT_TRENDMODE,fundamental_score,sentiment_score,industry_trend_score,market_risk_factor,black_swan_risk
2000-03-30,51.6875,54.3125,51.25,53.09375,64178400,52.2625,50.1328125,49.835625,51.99455208365858,50.92273731831252,55.810271872102575,50.1328125,44.455353127897425,52.65621446147944,53.83141762452109,58.038992656449544,1.0614475819133204,0.6350550226544297,0.42639255925889075,4.0,8.387942332896458,38.233438485804385,-53.44827586206897,2.5618950317133065,4.956507921089831,447614600.0,-295483253.11738145,-24890751.05406034,0,0,0,51.1875,51.75,28.375816490115856,0,0.6826843524936808,0.004376991845875,0.6058668475471408,0.4313629700410665,0.0234250190438339
2000-03-31,53.125,54.125,52.0625,53.0,64281400,52.60625,50.3859375,49.838125,52.20008806844793,51.132476621330376,56.12271833047249,50.3859375,44.64915666952751,56.03788225388588,56.80076628352492,55.69624042145593,1.0954099400977526,0.7271260061430943,0.3682839339546583,3.4375,6.91823899371069,50.39083802944912,-40.229885057471265,2.553009672305213,4.805665265515695,511896000.0,-293535331.90526026,-29118000.469365805,100,0,0,51.25,51.75,27.223375967466342,0,0.6823862307937436,-0.1906998896125671,0.5915851949730091,0.3565516597779417,0.0407219701463474
2000-04-03,45.4375,48.25,45.0,47.21875,260118200,52.28125,50.3921875,49.709375,50.9705266014574,50.590097895489386,56.107076052883244,50.3921875,44.67729894711675,39.70467254668489,36.60727969348661,49.07982120051085,0.4962874578764698,0.6809582964897694,-0.18467083861329958,-3.25,-6.675224646983313,-132.13901624497686,-96.5,2.9510089814262694,6.4946552548583645,251777800.0,-483621708.8283372,-88682267.84484565,0,0,0,57.5,50.6875,25.909276608631313,0,0.572501249148186,-0.0455617651824798,0.5582068742848656,0.2780780221694228,0.047994865743479
2000-04-04,44.28125,46.0,42.46875,45.78125,181244400,51.571875,50.284375,49.5825,49.75429449210151,49.98925523877611,56.363376382834346,50.284375,44.20537361716565,37.91469064086911,25.109442333580287,39.50582943686391,-0.0710026630419307,0.5305661045834293,-0.60156876762536,-7.09375,-13.807785888077861,-160.79826574853385,-87.94178794178795,2.9924547684672502,6.757837162381934,70533400.0,-478809910.5982487,-103456417.07570964,0,0,0,57.25,50.109375,24.52263546732354,1,0.5981065177787995,-0.2573723702169563,0.6009885179275802,0.3389397901115129,0.0200704683893039
2000-04-05,43.1875,44.25,42.9375,44.125,82887600,50.728125,50.0546875,49.418125,48.56033185717396,49.341469025559334,56.80474175325419,50.0546875,43.30463324674581,36.24988089397799,6.779972279972301,22.832231435679706,-0.6019023000800914,0.3040724236507252,-0.9059747237308166,-8.4375,-16.34382566585957,-154.22756454036355,-95.21829521829522,2.874690142148161,6.6563013421665085,-12354200.0,-530121282.0268202,-116421603.8450895,0,0,0,56.65875,49.5625,23.366222918855478,1,0.5940604846604108,-0.2436766787701549,0.657960550278058,0.3498905317012344,0.0141649629183367
2000-04-06,43.0,44.0,42.6328125,43.9375,66421400,49.434375,49.7046875,49.284375,47.54936242859688,48.73751959455368,57.12266279126885,49.7046875,42.286712208731146,35.95838984772508,6.791406791406813,12.893607134986441,-1.025947288641838,0.03806848119221251,-1.0640157698340504,-12.9375,-23.128491620111735,-130.5158076439114,-96.46569646569647,2.767011381994721,6.434910190685398,-78775600.0,-560864901.4553916,-120923822.44664586,0,0,0,56.09115,49.46875,22.365646776228296,1,0.6192439366271042,0.0264474504209374,0.6539513882950523,0.363410597021618,0.0736210309415889
2000-04-07,44.53125,44.6875,42.5,43.5,82613600,48.303125,49.40625,49.1875,47.000614714306536,48.33692249031047,57.14553190305793,49.40625,41.66696809694207,40.18832867066532,7.345807345807368,6.972395472395469,-1.22433356414016,-0.214411927874262,-1.009921636265898,-11.3125,-20.25741466144376,-98.33742485243266,-86.27858627858629,2.725617711852241,6.1206853880190675,3838000.0,-490053244.3125345,-89241582.56122392,0,0,0,55.546254,49.46875,21.39426771397787,1,0.6159621792326603,-0.2162912109959716,0.6721419797967264,0.2897450652564157,0.0615340000269016
2000-04-10,43.03125,44.3125,43.0,44.3125,60685400,47.403125,49.1078125,49.065625,46.27891203897808,47.83162034837614,57.33188337742286,49.1078125,40.88374162257714,37.570458077364364,6.999306999307021,7.045507045507041,-1.4854700071757136,-0.46862354373455234,-1.0168464634411614,-9.0,-17.2972972972973,-87.08479190976279,-96.25779625779627,2.6403057324342236,6.135786742040316,-56847400.0,-547848863.3601536,-86557310.25404602,0,0,0,55.02315384,49.46875,20.503709793124475,1,0.6296720175767435,0.1124317859449793,0.5906565140883634,0.3847597694819297,0.0762686296501039
2000-04-11,41.9375,43.03125,41.75,42.5625,71961800,46.38125,48.8265625,48.925625,45.489564395527516,47.2702755532927,57.60859037924721,48.8265625,40.04453462075279,35.7421859851303,6.218031218031239,6.85438185438185,-1.7603863655975758,-0.7269761081071571,-1.0334102574904187,-10.21875,-19.592570401437992,-88.15638078620287,-98.80952380952381,2.5432303229746362,6.064334600237583,-128809200.0,-598748673.1162511,-93785746.48222744,0,0,0,54.5209776864,48.9375,19.768446554671733,1,0.6043479917989847,0.0391420204261302,0.6308588542922546,0.4602541212149088,0.0532628532415036
2000-04-12,39.6875,41.125,39.375,41.0625,153003800,44.990625,48.4265625,48.69,44.43464359634069,46.548106452979106,58.06653208874226,48.4265625,38.78659291125775,32.26393577735352,2.2189392879048264,5.145425835081002,-2.1352024713059023,-1.0086213807469062,-1.1265810905589961,-13.90625,-25.94752186588921,-103.04078100668069,-98.27586206896552,2.544606728476448,6.411607504822546,-281813000.0,-697108258.8305368,-119513088.89537185,0,0,0,53.754719025216005,47.765625,19.330679011985225,1,0.6365105615525397,0.1472195051447124,0.5887343432979228,0.3278140797651084,0.0869677613189422
2000-04-13,39.625,41.125,39.5,40.4375,94316200,43.784375,48.0234375,48.474375,43.560162942460565,45.88876298126681,58.39952695710644,48.0234375,37.64734804289356,32.17028383596212,1.5236429404345657,3.320204482123517,-2.4095147766750387,-1.2888000599325327,-1.120714716742506,-12.0625,-23.33736396614269,-94.71364170259993,-98.34368530020704,2.4789205335852733,6.255950873401321,-376129200.0,-776914274.2151523,-144565907.60536563,0,0,0,52.604341503198725,46.609375,19.11215060986148,1,0.5130333416376772,0.1820865826677117,0.5635629184210695,0.4688544532650017,0.0104546307779779
2000-04-14,37.0625,39.75,36.625,39.5625,151217800,42.178125,47.3921875,48.179375,42.378769680195006,45.04816650686045,58.77392443013835,47.3921875,36.010450569861646,28.515594913736404,1.9440971699956255,1.8955597994449793,-2.8013889216032837,-1.5913178322666828,-1.210071089336601,-16.0625,-30.23529411764706,-116.80701518695159,-97.54816112084063,2.5250690669006106,6.813002541384447,-527347000.0,-885791090.2151523,-176315056.02260268,0,0,0,51.54599418294283,45.328125,18.89493569604907,1,0.5535495814515401,-0.079002885554297,0.5425285581814835,0.2893414828324215,0.0240241230960954
2000-04-17,37.9375,38.0,36.5,37.125,119772200,41.428125,46.8546875,47.8725,41.571266101977734,44.37096017287374,58.93487652157062,46.8546875,34.77449847842937,31.38215760754099,4.036051192984131,2.5012637678047476,-3.0066875944490192,-1.8743917847031502,-1.132295809745869,-7.5,-16.50618982118295,-115.77343506000989,-92.0,2.4518498478362813,6.462866155746376,-407574800.0,-775999906.8818189,-138341144.22153878,0,0,0,50.05389476464855,45.328125,18.768115299837948,1,0.6198752263603932,-0.0557211523508912,0.5818425762471802,0.2252900942920972,0.0149011316438014
2000-04-18,40.28125,40.96875,37.9375,38.25,91794600,41.028125,46.3,47.611875,41.336717719799964,43.98146396593338,58.51702193662602,46.3,34.08297806337397,38.49654582723807,10.55996968486601,5.51337268261523,-2.9463040749469727,-2.0887742427519145,-0.8575298321950582,-4.0,-9.03316866619619,-73.9199879737678,-78.7719298245614,2.493235572990833,6.189568528759244,-315780200.0,-725844094.5106848,-94271226.89196634,0,0,0,48.42742739289072,45.09375,18.88325547771856,1,0.5787769700108435,-0.1363528593140763,0.5972882454956431,0.526094287360777,0.0952383816778037
2000-04-19,39.34375,40.75,39.0625,40.71875,53715400,40.64375,45.6859375,47.299375,40.97435995256361,43.53977692155877,58.00478857454728,45.6859375,33.367086425452726,36.8506935861031,15.1209406494961,9.905653842448721,-2.94020525966819,-2.2590604461351695,-0.6811448135330203,-3.84375,-8.900144717800284,-63.68178406776031,-83.86524822695036,2.435683032062916,6.190774982209159,-369495600.0,-761654361.1773515,-79066688.56999278,0,0,0,46.99613610574384,45.09375,19.25260020727312,1,0.7036203302330546,0.1678596577925095,0.5641563293884404,0.3644246244391023,0.0042006768317944
2000-04-20,39.46875,39.9375,38.75,39.3125,52387400,40.290625,44.8625,47.04875,40.700612688461135,43.1520600718865,56.5138377719042,44.8625,33.211162228095795,37.23599724448351,20.876259798432272,15.519056710931435,-2.8919488629720718,-2.38563812950255,-0.5063107334695216,-3.53125,-8.21220930232558,-60.80680086614813,-74.7340425531915,2.346527101201279,5.945278482853596,-317108200.0,-750625434.861562,-62149565.558707595,100,0,0,45.73659977305458,41.25,19.818536443695894,1,0.5928886164249557,-0.1184065122988986,0.6040747254746451,0.3014494595454267,0.0305428195027511
2000-04-24,33.3125,34.0,32.5,33.625,313645800,39.16875,43.7359375,46.655,39.35731947237729,42.214959112659216,55.27890199344253,43.7359375,32.192973006557466,28.13209570584699,15.80640924612558,17.26786989801796,-3.3122813286606174,-2.570966769334164,-0.7413145593264536,-11.21875,-25.192982456140356,-199.7986625963075,-93.98148148148148,2.6766858796869024,8.035079563788075,-630754000.0,-724488284.861562,-41262597.91239035,0,0,0,44.62820780028803,38.921875,20.53159760748363,1,0.606700149239688,0.3948611023653903,0.6121397154295409,0.3834322328747466,0.0638005990054796
2000-04-25,34.6875,34.75,33.8125,34.375,159517400,38.334375,42.86875,46.349375,38.50826138649051,41.49805824478691,54.39456342031875,42.86875,31.342936579681254,32.12375534384623,16.411064638015016,17.697911227524262,-3.4941682310814315,-2.7556070616836172,-0.7385611693978142,-8.34375,-19.389978213507632,-147.19859490653604,-82.05128205128206,2.5881726025664094,7.461398493885143,-471236600.0,-586239871.5282286,15021347.450108409,0,0,0,42.930258708247706,38.921875,21.304409870263417,1,0.622304726589332,-0.0463934780691141,0.5673506940463918,0.4115561190813298,0.0427754348101418
2000-04-26,34.0,35.5625,33.6875,35.0,107091200,37.540625,41.9609375,46.033125,37.68857749803769,40.78395745956911,53.275852211206406,41.9609375,30.646022788793594,31.190927504202172,12.091642924976282,14.769705603038934,-3.651695938321886,-2.934824837011271,-0.7168711013106153,-7.9375,-18.926974664679584,-119.79221466739457,-87.6923076923077,2.5372317023830946,7.46244618347969,-578327800.0,-657634004.861562,13964705.633241892,0,0,-100,41.470022489093026,38.921875,22.110812585619467,1,0.5562602475843804,0.2719194412739696,0.6295818407177538,0.2464603390670188,0.088756373891943
2000-04-27,34.90625,34.96875,33.6875,33.71875,77669800,37.0625,41.0265625,45.745625,37.18269977112175,40.224175796753,51.39113321816656,41.0265625,30.661991781833436,33.91511700657536,16.66666666666669,15.056458076552635,-3.6612068663499144,-3.0801012428789996,-0.5811056234709149,-4.78125,-12.047244094488185,-96.6749666742121,-80.25641025641026,2.447518723641445,7.0116919567167635,-500658000.0,-587541746.3249767,34565006.6395061,0,0,0,40.214219340620005,38.921875,23.304101024268938,1,0.6631905388262239,-0.1416999130940848,0.5842070967630201,0.2427399439378458,0.0372096690612648
2000-04-28,34.875,35.5,34.125,35.375,78082600,36.5875,40.1859375,45.466875,36.76311799455416,39.714730482776524,49.642942901916335,40.1859375,30.728932098083668,33.865327986041855,17.385700719034077,15.381336770225653,-3.6294281704590574,-3.189966628395011,-0.4394615420640462,-4.75,-11.987381703470035,-76.92307692307676,-79.8941798941799,2.3709102433813416,6.798308941595245,-578740600.0,-580443328.1431586,42108716.778146744,0,0,0,39.1342286329332,38.171875,24.952589937354475,1,0.5910985628707269,-0.3672076188415991,0.5104395267710834,0.2737563380204556,0.0142612673845434
2000-05-01,36.71875,37.0,35.84375,36.4375,107811000,36.553125,39.365625,45.205,36.7550510864534,39.429399008226376,46.82643668087626,39.365625,31.90481331912374,39.507882280730385,26.636252343472943,20.22953990972454,-3.416089554926799,-3.235191213701369,-0.18089834122543014,-0.34375,-0.9274873524451888,-26.18309568092568,-59.9406528189911,2.35334522599696,6.409110402715125,-470929600.0,-525080922.73775315,58982025.66584265,0,0,0,38.20543662432255,37.625,26.99096173423121,1,0.7157558911549334,0.1352196686495675,0.5379048000760387,0.421391741867629,0.0761036051985549
2000-05-02,34.9375,36.75,34.75,36.40625,97716200,36.253125,38.840625,44.953125,36.42458725255278,39.001599102681006,45.98970437691974,38.840625,31.69154562308027,36.286793716985294,29.475345617348825,24.49909955995192,-3.352108137573296,-3.2585745984757546,-0.09353353909754158,-3.0,-7.907742998352552,-45.481180978138376,-71.73913043478261,2.328106281282891,6.663631574333857,-568645800.0,-604475335.2377532,35260882.0820961,0,0,0,37.406675496917394,36.796875,29.383943485758994,1,0.7208676388663628,0.0815064284522325,0.5832122246443773,0.4682863435768002,0.0829825809164723
2000-05-03,35.28125,35.40625,34.40625,35.1875,55354800,35.753125,38.390625,44.720625,36.21670775208864,38.64728014052091,45.2399378076837,38.390625,31.541312192316298,37.34837623722648,33.52219785260686,29.877931937809517,-3.236357931526271,-3.254131265085858,0.017773333559586657,-5.0,-12.412723041117147,-51.2417360326105,-67.7536231884058,2.2332415469055418,6.329825465099853,-513291000.0,-562959235.2377532,35560911.33582747,100,0,0,37.0,36.796875,32.02724143451779,1,0.6005257792930693,0.0810758733193729,0.5088115178013732,0.3584068121864662,0.0819311775840687
2000-05-04,35.21875,35.625,34.65625,35.15625,43317200,35.340625,37.9921875,44.4825,36.03526088807252,38.3207534604713,44.60189493844801,37.9921875,31.382480061551988,37.22692457829879,30.870189136674004,31.28924420220987,-3.113774631272605,-3.2260599383232074,0.11228530705060225,-4.125,-10.484511517077044,-39.53311245668158,-67.89667896678966,2.1429207221265747,6.084601872941472,-556608200.0,-555972590.0764629,34673863.914961934,100,0,0,36.75,36.796875,34.27829299656422,1,0.5948747670958804,0.2510971703904017,0.6645743422252953,0.3785718987115076,0.0058235496478749
2000-05-05,35.5625,35.90625,34.9375,35.125,36402200,34.95,37.6203125,44.24625,35.94930436296843,38.05806265471213,43.8892922752007,37.6203125,31.351332724799292,38.41314963460771,33.50401982280695,32.632135604029244,-2.954827320461071,-3.17181341475078,0.21698609428970927,-3.90625,-9.897070467141722,-24.01256190361148,-63.837638376383765,2.0590513848318195,5.7899511700016015,-520206000.0,-545404209.4313016,34521478.001253486,0,0,0,36.155,36.796875,34.940374821596464,1,0.5299422348008433,-0.2245744852441437,0.5034590627610377,0.4486318309498867,0.0965209300034201
2000-05-08,34.90625,35.6875,34.84375,35.46875,36187600,35.109375,37.1390625,44.03125,35.759658115155986,37.75789002093002,42.64312616213864,37.1390625,31.63499883786136,36.976563958852,32.22632226322266,32.20017707423452,-2.8489731331248436,-3.107245358425593,0.25827222530074945,1.59375,4.784240150093799,-31.76108690079459,-71.58671586715867,1.9722441430581181,5.650117509208575,-556393600.0,-576230683.5053756,21512398.558326125,0,0,0,35.90625,36.796875,35.089160048726086,1,0.6584831947049686,-0.2098247956888816,0.6750198333891674,0.5342081060367405,0.0767671537279562
2000-05-09,33.90625,35.21875,33.75,35.09375,60778400,35.03125,36.6828125,43.79375,35.42267482149126,37.39106716179383,41.64352829229001,36.6828125,31.722096707709987,34.838473394784266,27.207033433970732,30.97912517333343,-2.813344090247462,-3.0484651047899667,0.2351210145425049,-0.78125,-2.2522522522522515,-65.2529268831456,-82.95454545454545,1.936280275696824,5.710688370718744,-617172000.0,-624077509.0372906,-989160.1156013012,0,0,0,35.90625,36.390625,36.15302436725164,1,0.5259507982689207,0.1719329137786354,0.5545164566794605,0.3901644077366458,0.0253990372226224
2000-05-10,33.09375,33.9375,32.875,33.875,67740000,34.940625,36.240625,43.561875,34.999233944856485,36.98179886067061,40.81014442905375,36.240625,31.671105570946256,33.1607074121783,17.813977318535628,25.74911100524299,-2.81818351146606,-3.0024087861251854,0.1842252746591253,-0.90625,-2.6654411764705843,-125.7779772591262,-92.01680672268908,1.8738673988613368,5.662299977673539,-684912000.0,-663924567.8608199,-22783029.18827641,0,0,0,35.6875,36.28125,36.751802170520556,1,0.5995368950043861,0.1329711061829287,0.5468367973609574,0.4911843659317942,0.0121424454854066
2000-05-11,33.9375,34.0625,32.875,33.3125,58390800,34.84375,35.953125,43.3325,34.80619140942803,36.691865635844835,40.33884846511955,35.953125,31.567401534880457,36.576545383766025,18.991030755736666,21.337347169414326,-2.7225513370764673,-2.946437296315442,0.22388595923897459,-0.96875,-2.7752909579230045,-100.24796315975898,-68.05555555555556,1.824841156085527,5.3770641799941865,-626521200.0,-617826567.8608199,-14959972.973618269,0,0,0,35.24125,34.90625,36.32605109297624,1,0.6176657159230138,-0.0156415683217614,0.6657359037025415,0.167292953902424,2.199880788260611e-05
2000-05-12,34.40625,34.875,34.125,34.21875,37886000,34.796875,35.6921875,43.086875,34.733474789532025,36.47418795624056,39.7841611126805,35.6921875,31.6002138873195,38.458233127750965,25.682949947655857,20.829319340642698,-2.579206455864373,-2.872991128225228,0.29378467236085504,-0.46875,-1.3440860215053752,-31.961259079902803,-62.878787878787875,1.761459644936561,5.119592065210713,-588635200.0,-627298067.8608199,-13413293.34274745,0,0,0,32.5,34.90625,35.26844319086554,1,0.6122659882156521,-0.1055491551733109,0.6047718656005332,0.5662104137690117,0.0905622390448807
2000-05-15,34.6875,34.71875,34.0,34.5,33899600,34.59375,35.5734375,42.819375,34.72511573688984,36.30402719850337,39.63720052481783,35.5734375,31.509674475182162,39.61582830660661,37.668350168350194,27.44744362391422,-2.4150706491498894,-2.7814070324101605,0.36633638326027107,-2.03125,-5.531914893617018,-32.56191636215992,-56.060606060606055,1.6869803845839493,4.86336687447625,-554735600.0,-596346259.1651678,-1712867.6957975626,0,0,0,32.5475,34.90625,33.83846662518566,1,0.6036943518730815,-0.0972293366792887,0.6482890297490883,0.2845165520357928,0.0385561687737869
2000-05-16,34.75,35.3125,34.53125,34.78125,48410600,34.575,35.4140625,42.608125,34.72964014836442,36.156024608169716,39.34221981888057,35.4140625,31.485905181119428,39.88643057601851,42.1717171717172,35.17433909590773,-2.2539662917621897,-2.6759188842805663,0.4219525925183767,-0.1875,-0.536672629695889,7.420792675581975,-54.54545454545454,1.622285357113667,4.668447070830696,-506325000.0,-617646923.1651678,-3548098.6860637665,100,0,0,32.59405,34.90625,32.20661408681796,1,0.6064273006749304,-0.0128092722474527,0.6080794518202858,0.4765466669245133,0.0681247783542838
2000-05-17,33.84375,34.5625,33.625,34.4375,53242000,34.43125,35.0921875,42.35625,34.56856921229816,35.93580797882022,38.37415022021395,35.0921875,31.810224779786054,37.27780729594502,37.62626262626265,39.155443322109996,-2.1743521508827968,-2.5756055376010125,0.40125338671821575,-1.4375,-4.074402125775023,-79.61525480931516,-76.51515151515152,1.5867649744626908,4.688502232946085,-559567000.0,-646042656.4985012,-13011326.634863853,0,0,0,32.702788000000005,34.90625,30.483973350547323,1,0.5217645759545586,0.3730812172156428,0.6429593986575247,0.4424754121286127,0.0761310199214545
2000-05-18,33.09375,34.03125,32.9375,34.03125,53640400,34.21875,34.7796875,42.0625,34.30042026460758,35.665135790361155,37.530005308340364,34.7796875,32.02936969165964,35.224611655148514,24.74747474747477,34.84848484848485,-2.1470265174202225,-2.4898897335648544,0.3428632161446319,-2.125,-6.033717834960073,-119.72649572649618,-94.69696969696969,1.551549619143927,4.688346346799402,-613207400.0,-684357227.9270726,-27890799.283476353,0,0,0,32.80717648,34.90625,28.773888989189118,1,0.6131590252325361,0.0898047220328282,0.5198654597661496,0.3770949642189405,0.0385920609367556
2000-05-19,32.53125,32.96875,32.25,32.6875,66578000,33.915625,34.4328125,41.713125,33.97875294376984,35.36667047699343,36.35546478184285,34.4328125,32.51016021815715,33.72434173217038,11.67929292929295,24.684343434343436,-2.146021801545892,-2.421116147161062,0.27509434561517,-3.03125,-8.52372583479789,-164.40479672418851,-93.75,1.5009925034907894,4.614001931960159,-679785400.0,-698830706.1879423,-36047526.69696033,0,0,0,35.3125,34.046875,27.175712557099878,1,0.5439000314970903,-0.1503579653459699,0.6537590178894145,0.4201800135149881,0.0232269849315953
